id_client,last_purchase_date,days_since_last,reactivation_score,reactivation_probability,frequency,total_spend,avg_spend,tenure_days,product_diversity,renewal_rate,prior_reactivations,segment_Calls - Infrequent Casual Users,segment_Calls - Regular Calling Offer Users,segment_eSIM - Dormant Local Data Users,segment_eSIM - High-Value Bundle Subscribers,segment_eSIM - High-Velocity Light Spenders,segment_Virtual - High-Spend Power Users,segment_Virtual - Light Occasional Users,segment_Virtual - Mid-Tier Phone Plan Holders
19050100,2024-12-31,365,66.73,0.6673420200202612,4,28.479999999999997,7.119999999999999,93,4,0.0,1,0,1,0,0,0,1,0,0
18226535,2025-03-31,275,66.73,0.6672801192501163,5,31.99,6.398,93,3,0.0,0,1,0,0,0,0,1,0,0
18204224,2025-04-08,267,66.73,0.6672638576826476,6,35.6,5.933333333333334,172,3,0.0,0,1,0,0,0,0,1,0,0
18211239,2024-12-31,365,66.73,0.6673014109243601,3,36.5,12.166666666666666,150,3,0.0,0,0,0,0,1,0,0,0,0
18137246,2025-04-01,274,66.73,0.6673046105293841,2,17.0,8.5,3,1,0.0,0,0,0,0,1,0,0,0,0
18041756,2024-12-31,365,66.73,0.6673434932628348,3,28.98,9.66,85,2,0.0,0,0,0,0,0,0,1,0,0
19381648,2024-12-07,389,66.73,0.667280607505361,4,50.46000000000001,12.615000000000002,61,2,0.0,0,0,0,0,0,0,1,0,0
15992427,2025-01-15,350,66.73,0.6673007080830261,5,43.96,8.792,274,2,0.0,3,0,0,1,0,0,1,0,0
20145445,2025-09-06,116,66.73,0.6673116535927555,5,17.18,3.436,211,3,0.0,1,1,0,0,0,0,1,0,0
20161931,2025-07-01,183,66.73,0.6673058364670716,2,14.0,7.0,143,2,0.0,1,1,0,0,0,0,1,0,0
19498239,2025-03-28,278,66.73,0.6673398545493064,9,41.44,4.604444444444444,158,2,0.0,0,0,0,0,0,0,1,0,0
19002699,2025-03-18,288,66.73,0.6672993721350821,11,38.39,3.49,189,2,0.0,0,0,0,0,0,0,1,0,0
16124030,2024-09-01,486,66.73,0.6672719778930191,5,52.98,10.596,21,4,0.0,0,0,1,0,0,0,1,0,0
16423607,2025-01-12,353,66.72,0.6671538868421334,14,44.99,3.2135714285714285,304,3,0.0,0,1,0,0,0,0,1,0,0
16912686,2025-05-19,226,66.72,0.6672065884042822,3,20.0,6.666666666666667,55,2,0.0,0,0,0,0,1,0,0,0,0
18838139,2024-09-27,460,66.72,0.6672020954686766,2,13.5,6.75,30,1,0.0,0,0,0,0,1,0,0,0,0
20233517,2025-03-24,282,66.72,0.6671877613107929,6,80.6,13.433333333333332,92,3,0.0,0,1,0,0,0,0,1,0,0
15832466,2025-03-26,280,66.72,0.667172769852507,8,28.47,3.55875,364,3,0.0,1,0,0,0,0,0,1,0,0
18645532,2025-03-29,277,66.72,0.6671936229106418,14,57.370000000000005,4.097857142857143,91,1,0.0,0,0,0,0,0,0,1,0,0
19716249,2025-03-17,289,66.72,0.6671817196007218,36,134.70000000000002,3.741666666666667,156,2,0.0,0,0,0,0,0,0,1,0,0
18705355,2025-03-03,303,66.72,0.6672328683019029,9,47.989999999999995,5.332222222222222,155,3,0.0,0,1,0,0,0,0,1,0,0
19614861,2024-10-14,443,66.72,0.6671894690742783,2,15.5,7.75,14,2,0.0,0,0,0,0,1,0,0,0,0
18074536,2025-06-09,205,66.72,0.6671856778890246,33,211.06,6.3957575757575755,363,12,0.0,1,0,1,0,0,1,1,0,0
18170059,2025-03-08,298,66.72,0.667150095819821,11,42.59,3.871818181818182,242,2,0.0,1,1,0,0,0,0,1,0,0
16133432,2025-03-26,280,66.72,0.667203988093928,145,642.65,4.432068965517241,426,4,0.0,0,0,0,0,0,0,1,0,0
16533394,2025-03-03,303,66.72,0.6672255644478178,39,409.99,10.512564102564102,340,5,0.0,0,1,0,0,0,0,1,0,0
16211730,2025-01-15,350,66.72,0.6671680016555226,14,168.42,12.03,303,3,0.0,0,0,0,0,0,0,1,0,0
15904515,2024-08-17,501,66.72,0.6671617116483859,13,62.0,4.769230769230769,217,2,0.0,0,0,0,0,0,0,1,0,0
19000638,2025-04-01,274,66.72,0.6672209157282939,3,39.0,13.0,148,2,0.0,1,0,0,0,1,0,0,0,0
15804754,2024-04-05,635,66.72,0.6671781660234808,7,45.46,6.494285714285715,60,5,0.0,0,0,1,0,0,0,1,0,0
18534532,2025-03-26,280,66.72,0.667232461477587,35,126.23,3.6065714285714288,253,2,0.0,0,0,0,0,0,0,1,0,0
16754888,2024-09-24,463,66.72,0.6671724335886732,7,38.97,5.567142857142857,99,4,0.0,0,1,0,0,0,0,1,0,0
18737755,2025-01-08,357,66.72,0.6671545066347059,4,23.0,5.75,141,1,0.0,0,0,0,0,0,0,1,0,0
20497074,2025-06-13,201,66.72,0.6671502472813856,2,17.5,8.75,97,2,0.0,1,0,0,0,1,0,0,0,0
18285089,2024-09-01,486,66.72,0.6671700482422956,3,39.98,13.326666666666666,12,2,0.0,0,0,0,0,0,0,1,0,0
17835017,2025-06-18,196,66.72,0.6671879779354439,22,101.03,4.592272727272728,330,5,0.0,0,1,0,0,0,0,1,0,0
17999986,2024-10-06,451,66.71,0.6670820015480838,9,37.93,4.214444444444444,124,2,0.0,0,0,0,0,0,0,1,0,0
20405231,2024-12-19,377,66.71,0.6670668473188469,1,17.0,17.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17150682,2025-01-13,352,66.71,0.6670827087034189,10,33.410000000000004,3.341,244,2,0.0,0,1,0,0,0,0,1,0,0
19181510,2024-12-11,385,66.71,0.6670556087378229,2,24.0,12.0,48,1,0.0,0,0,0,0,1,0,0,0,0
19623180,2025-05-08,237,66.71,0.6671042940135355,4,24.63,6.1575,218,1,0.0,1,0,0,0,1,0,0,0,0
16593845,2025-03-28,278,66.71,0.6670521379160741,8,37.95,4.74375,277,2,0.0,1,0,0,0,0,0,1,0,0
19985851,2025-06-06,208,66.71,0.6670935192428993,14,49.43,3.5307142857142857,189,4,0.0,0,1,0,0,0,0,1,0,0
17776637,2024-12-12,384,66.71,0.6670900659648137,11,49.49,4.499090909090909,178,5,0.0,0,1,0,0,0,0,1,0,0
18858651,2025-07-21,163,66.71,0.6670682070600066,7,21.450000000000003,3.0642857142857145,235,3,0.0,1,1,0,0,0,0,1,0,0
15785500,2025-08-06,147,66.71,0.6671294882533548,9,96.97999999999999,10.775555555555554,520,4,0.0,2,1,0,1,0,0,1,0,0
18595671,2025-03-09,297,66.71,0.6671408973119705,11,59.49,5.408181818181818,224,3,0.0,0,0,0,0,0,0,1,0,0
18594124,2025-03-10,296,66.71,0.6670696855780028,12,124.91000000000001,10.409166666666668,199,1,0.0,1,0,0,0,0,0,1,0,0
17433405,2025-07-12,172,66.71,0.6670743887739826,7,93.49,13.355714285714285,124,3,0.0,0,0,0,0,1,0,0,0,0
16621552,2024-10-25,432,66.71,0.6670771507866172,9,49.989999999999995,5.554444444444444,214,2,0.0,0,0,0,0,0,0,1,0,0
20275636,2025-03-23,283,66.71,0.6671313848364037,5,56.5,11.3,107,2,0.0,0,0,0,0,1,0,0,0,0
15829578,2025-01-31,334,66.71,0.6670701160092638,9,34.43,3.8255555555555554,352,3,0.0,2,0,0,0,0,0,1,0,0
16173597,2024-09-15,472,66.71,0.6670555529222101,55,191.95000000000002,3.49,228,1,0.0,0,0,0,0,0,0,1,0,0
18459377,2025-07-24,160,66.71,0.6671496048035662,3,23.99,7.996666666666666,121,3,0.0,0,1,0,0,0,0,1,0,0
18018764,2024-10-20,437,66.71,0.6671104973249,5,35.48,7.095999999999999,108,3,0.0,0,0,1,0,0,0,1,0,0
17982949,2025-03-25,281,66.71,0.6671247433232733,7,25.94,3.705714285714286,162,2,0.0,0,0,0,0,0,0,1,0,0
17281983,2024-07-13,536,66.71,0.667052845623113,4,39.0,9.75,38,2,0.0,0,0,0,0,1,0,0,0,0
19130243,2025-03-24,282,66.71,0.6671330969506414,10,38.49,3.849,190,3,0.0,0,1,0,0,0,0,1,0,0
17761573,2024-12-23,373,66.71,0.6671367543992361,13,61.44,4.726153846153846,202,2,0.0,0,0,0,0,0,0,1,0,0
18398643,2025-03-26,280,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
18648084,2025-04-22,253,66.7,0.6670240575946389,11,78.5,7.136363636363637,102,2,0.0,0,0,0,0,1,0,0,0,0
16070445,2024-10-25,432,66.7,0.6669962109979909,3,26.97,8.99,182,1,0.0,2,0,0,0,0,0,1,0,0
17991316,2025-01-02,363,66.7,0.6669777477606287,8,31.490000000000002,3.9362500000000002,205,1,0.0,0,0,0,0,0,0,1,0,0
17323168,2025-01-30,335,66.7,0.6670415079976532,1,22.0,22.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18434811,2024-07-16,533,66.7,0.6669872326643821,5,38.0,7.6,10,1,0.0,0,0,0,0,1,0,0,0,0
16010150,2024-03-20,651,66.7,0.666965354511879,3,24.99,8.33,34,3,0.0,0,0,1,0,0,0,1,0,0
19233828,2025-04-29,246,66.7,0.6669769287255672,9,134.98,14.997777777777777,208,6,0.0,1,1,0,0,0,0,1,0,0
17325351,2024-12-30,366,66.7,0.6670051603288207,3,25.5,8.5,54,1,0.0,0,0,0,0,1,0,0,0,0
16317468,2024-11-13,413,66.7,0.6669962109979909,3,26.97,8.99,182,1,0.0,1,0,0,0,0,0,1,0,0
18394079,2025-03-06,300,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
18453397,2025-01-27,338,66.7,0.6670376279935953,1,23.0,23.0,1,1,0.0,0,1,0,0,1,0,0,0,0
17374515,2025-01-19,346,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
16265488,2025-06-09,205,66.7,0.6669940921958266,2,21.0,10.5,127,2,0.0,1,0,0,0,1,0,0,0,0
17720845,2025-03-07,299,66.7,0.6670071031890162,14,66.98,4.784285714285715,242,3,0.0,0,0,0,0,0,0,1,0,0
18033148,2025-03-05,301,66.7,0.6670253512901059,12,40.410000000000004,3.3675,245,4,0.0,0,0,1,0,0,0,1,0,0
18196510,2024-11-30,396,66.7,0.6670081609081793,1,34.5,34.5,1,1,0.0,0,0,0,0,1,0,0,0,0
19669022,2025-07-13,171,66.7,0.6669965178168938,2,38.0,19.0,260,2,0.0,1,0,0,0,1,0,0,0,0
16063918,2025-03-05,301,66.7,0.6670309567125366,10,27.46,2.746,410,4,0.0,2,1,0,1,0,0,1,0,0
15912618,2024-11-04,422,66.7,0.6669962109979909,3,26.97,8.99,182,1,0.0,1,0,0,0,0,0,1,0,0
18310955,2025-03-21,285,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
16033088,2024-04-18,622,66.7,0.6670216455185161,14,70.39,5.027857142857143,91,3,0.0,0,0,0,0,0,0,1,0,0
19820549,2025-03-12,294,66.7,0.6670360623353071,2,16.0,8.0,145,2,0.0,1,0,0,0,1,0,0,0,0
15801409,2024-08-24,494,66.7,0.6669842313002211,4,24.98,6.245,90,3,0.0,1,1,0,0,0,0,1,0,0
16741423,2025-05-12,233,66.7,0.6669852691885135,12,71.6,5.966666666666666,376,3,0.0,1,1,0,0,0,0,1,0,0
17097095,2025-03-01,305,66.7,0.6669890923232806,16,60.94,3.80875,308,4,0.0,0,0,0,0,0,0,1,0,0
20462991,2025-06-25,189,66.7,0.6670346195694457,6,74.0,12.333333333333334,164,2,0.0,1,0,0,0,1,0,0,0,0
16885922,2025-01-12,353,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
19953754,2025-02-09,325,66.7,0.666988955928156,3,38.4850979308818,12.8283659769606,40,2,0.0,0,0,0,0,1,0,0,0,0
15890011,2025-05-02,243,66.7,0.6669586391273172,12,79.98,6.665,438,7,0.0,1,0,1,0,0,0,1,0,0
19693583,2024-10-29,428,66.7,0.6670081609081793,1,34.5,34.5,1,1,0.0,0,0,0,0,1,0,0,0,0
18152144,2025-03-22,284,66.7,0.6670088538725684,4,19.490000000000002,4.8725000000000005,246,3,0.0,1,0,0,0,0,1,1,0,0
16836514,2025-01-17,348,66.7,0.6669962109979909,3,26.97,8.99,183,1,0.0,2,0,0,0,0,0,1,0,0
19179323,2025-01-16,349,66.7,0.6669648866133092,2,20.5,10.25,82,2,0.0,0,0,0,0,1,0,0,0,0
15966356,2025-03-04,302,66.7,0.6669561890151637,4,28.46,7.115,60,2,0.0,0,0,0,0,0,0,1,0,0
19970469,2025-02-04,330,66.7,0.6669989024137213,7,49.93,7.132857142857143,67,1,0.0,0,0,0,0,0,0,1,0,0
19011931,2024-10-28,429,66.7,0.6670425826621361,2,21.99,10.995,29,2,0.0,0,0,0,0,0,0,1,0,0
15768088,2025-03-28,278,66.7,0.6669672674303818,4,32.47,8.1175,132,1,0.0,0,0,0,0,0,0,1,0,0
19000803,2025-01-25,340,66.7,0.6669765240776399,4,38.989999999999995,9.747499999999999,139,2,0.0,1,0,0,0,0,0,1,0,0
19690441,2025-02-23,311,66.7,0.6669622072518664,4,26.0,6.5,138,1,0.0,1,0,0,0,1,0,0,0,0
19171960,2025-05-01,244,66.7,0.6670251490406816,13,54.09,4.160769230769231,218,5,0.0,0,1,0,0,0,0,1,0,0
20063790,2025-04-05,270,66.7,0.6670477235954776,3,41.5,13.833333333333334,136,1,0.0,1,0,0,0,1,0,0,0,0
17824335,2025-03-07,299,66.7,0.6669848942131518,2,8.48,4.24,283,2,0.0,1,1,0,0,0,0,1,0,0
16236350,2024-08-14,504,66.7,0.6670195084362621,8,76.0,9.5,146,1,0.0,0,0,0,0,0,0,1,0,0
20554974,2025-03-14,292,66.69,0.6669334127261373,3,31.5,10.5,63,3,0.0,0,0,0,0,1,0,0,0,0
19378318,2024-09-12,475,66.69,0.6669363627015527,1,11.0,11.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17206795,2024-09-30,457,66.69,0.6668925625458059,4,33.98,8.495,93,3,0.0,1,1,0,1,0,0,1,0,0
19959410,2024-11-10,416,66.69,0.6669071848359881,2,27.99,13.995,1,2,0.0,0,0,1,0,0,0,1,0,0
19666068,2024-10-25,432,66.69,0.6669363627015527,1,12.0,12.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18525949,2024-12-08,388,66.69,0.6668903347949438,2,31.0,15.5,149,2,0.0,1,0,0,0,1,0,0,0,0
19574761,2024-11-03,423,66.69,0.6668908405510421,4,28.4850979308818,7.12127448272045,24,1,0.0,0,0,0,0,1,0,0,0,0
19772997,2025-09-08,114,66.69,0.6668645899033325,3,11.98,3.9933333333333336,112,2,0.0,1,1,0,0,0,0,1,0,0
18075890,2025-03-28,278,66.69,0.6669282288818614,9,34.0,3.7777777777777777,214,2,0.0,0,1,0,0,0,0,1,0,0
19695054,2025-03-22,284,66.69,0.6668725214217202,7,62.93,8.99,157,1,0.0,0,0,0,0,0,0,1,0,0
17852323,2025-03-02,304,66.69,0.6668794769654941,3,44.0,14.666666666666666,221,1,0.0,2,0,0,0,0,0,1,0,0
19252949,2024-10-04,453,66.69,0.666928271703148,3,29.9850979308818,9.995032643627267,16,1,0.0,0,0,0,0,1,0,0,0,0
18760866,2025-02-01,333,66.69,0.6668949225684146,13,48.0,3.6923076923076925,192,3,0.0,0,1,0,0,0,0,1,0,0
19855122,2025-02-03,331,66.69,0.666857340027303,4,38.5,9.625,11,3,0.0,0,0,0,0,1,0,0,0,0
17120438,2025-09-02,120,66.69,0.6669333796615843,7,23.0,3.2857142857142856,434,3,0.0,1,1,0,0,0,0,1,0,0
18285318,2025-02-19,315,66.69,0.6668688759807115,3,24.0,8.0,141,2,0.0,1,0,0,0,1,0,0,0,0
16109722,2025-01-27,338,66.69,0.666882562896014,6,41.989999999999995,6.998333333333332,110,5,0.0,0,0,1,0,0,0,1,0,0
16400311,2025-04-06,269,66.69,0.6668579279674971,2,31.0,15.5,405,1,0.0,1,0,0,0,1,0,0,0,0
19332253,2025-06-19,195,66.69,0.6669363627015527,1,12.0,12.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18479986,2025-07-05,179,66.69,0.6668640067880551,6,124.0,20.666666666666668,366,2,0.0,1,0,0,0,1,0,0,0,0
17938628,2025-02-13,321,66.69,0.6668926434809609,15,69.47,4.631333333333333,219,3,0.0,0,1,0,1,0,0,1,0,0
17072867,2025-06-01,213,66.69,0.6668637911882395,2,13.5,6.75,7,1,0.0,0,0,0,0,1,0,0,0,0
16700988,2025-08-04,149,66.69,0.6669212902747688,39,176.37,4.522307692307693,470,5,0.0,0,0,1,0,0,0,1,0,0
18016608,2025-03-25,281,66.69,0.6669032407775726,15,48.03,3.202,266,4,0.0,0,0,1,0,0,0,1,0,0
16492229,2025-01-06,359,66.69,0.6669060124098529,9,34.980000000000004,3.886666666666667,202,2,0.0,0,0,0,0,0,0,1,0,0
16674479,2025-06-27,187,66.69,0.6668699948368325,10,55.989999999999995,5.598999999999999,102,4,0.0,0,1,0,0,0,1,1,0,0
19120427,2025-08-03,150,66.69,0.6668688878217343,2,22.5,11.25,232,2,0.0,1,0,0,0,1,0,0,0,0
16204231,2024-08-30,488,66.69,0.6669464739812904,21,83.94,3.997142857142857,208,6,0.0,0,1,0,1,0,0,1,0,0
19414678,2024-11-30,396,66.69,0.6668523049472631,2,16.5,8.25,16,1,0.0,0,0,0,0,1,0,0,0,0
16763010,2024-04-18,622,66.69,0.6668863488735881,8,77.46,9.6825,1,5,0.0,0,1,0,0,0,0,1,0,0
17424567,2024-06-17,562,66.69,0.666921524428789,3,54.0,18.0,47,2,0.0,0,0,0,0,1,0,0,0,0
18557656,2025-02-13,321,66.69,0.6668864588063016,7,42.5,6.071428571428571,178,2,0.0,0,1,0,0,0,0,1,0,0
17623086,2025-07-22,162,66.69,0.6669107010200414,3,16.0,5.333333333333333,235,3,0.0,1,0,0,0,1,0,0,0,0
19748447,2025-02-19,315,66.68,0.6668261550872764,10,91.98,9.198,125,3,0.0,0,0,0,0,0,0,1,0,0
17368563,2025-01-13,352,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
20384083,2025-09-15,107,66.68,0.6667571709452099,2,14.5,7.25,144,2,0.0,1,0,0,0,1,0,0,0,0
17319694,2025-03-31,275,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18400788,2025-01-03,362,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18134647,2024-08-20,498,66.68,0.6668042088242742,3,35.0,11.666666666666666,12,2,0.0,0,0,0,0,1,0,0,0,0
18132115,2025-06-09,205,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18356344,2025-03-16,290,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18573271,2025-09-04,118,66.68,0.6667991627440288,25,282.44,11.2976,420,6,0.0,0,1,0,0,0,0,1,0,0
19180240,2025-03-04,302,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18409868,2025-03-12,294,66.68,0.6668163522502983,5,30.97,6.194,130,4,0.0,1,0,0,0,0,0,1,0,0
16048433,2024-12-23,373,66.68,0.6667550111459802,15,55.0,3.6666666666666665,310,3,0.0,0,0,1,0,0,0,1,0,0
17997644,2025-06-11,203,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17652398,2025-04-21,254,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17783947,2025-03-18,288,66.68,0.6668282822039561,13,74.49,5.7299999999999995,276,3,0.0,0,1,0,1,0,0,1,0,0
16479319,2025-08-20,133,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
16726211,2024-12-25,371,66.68,0.666761379847827,9,84.46000000000001,9.384444444444446,239,3,0.0,1,0,0,0,0,0,1,0,0
18686139,2024-12-10,386,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
18057907,2025-03-06,300,66.68,0.666783874218795,10,86.0,8.6,245,2,0.0,0,1,0,0,0,0,1,0,0
18148066,2024-11-07,419,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
16630063,2024-09-23,464,66.68,0.6667513860999658,12,75.99,6.3325,179,3,0.0,0,1,0,0,0,0,1,0,0
17756034,2025-03-07,299,66.68,0.6667722208390403,3,31.0,10.333333333333334,281,2,0.0,1,0,0,0,1,0,0,0,0
19803632,2025-01-26,339,66.68,0.6667734117393195,3,17.5,5.833333333333333,62,3,0.0,0,0,0,0,1,0,0,0,0
16498694,2024-05-22,588,66.68,0.6667596090573342,2,46.0,23.0,68,2,0.0,0,0,0,0,1,0,0,0,0
18686099,2025-09-11,111,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
16817908,2025-07-26,158,66.68,0.6667610072642622,2,24.0,12.0,131,2,0.0,1,1,0,0,0,0,1,0,0
17895647,2024-09-26,461,66.68,0.6667693652591414,7,37.989999999999995,5.427142857142856,100,3,0.0,0,1,0,0,0,0,1,0,0
17693073,2024-07-03,546,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
20007215,2024-11-08,418,66.68,0.666813102909783,2,28.0,14.0,5,2,0.0,0,0,1,0,1,0,0,0,0
17908031,2025-09-07,115,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
20198372,2025-02-08,326,66.68,0.666766097466545,2,29.0,14.5,27,2,0.0,0,0,0,0,1,0,0,0,0
16453142,2025-01-07,358,66.68,0.6667550778233483,11,50.0,4.545454545454546,297,3,0.0,1,1,0,0,0,1,1,0,0
16415414,2025-02-15,319,66.68,0.6668234307165462,5,30.48,6.096,32,5,0.0,0,0,1,0,0,0,1,0,0
17293206,2025-04-06,269,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
19984712,2025-01-21,344,66.68,0.6667881974559768,5,45.0,9.0,24,1,0.0,0,0,0,0,1,0,0,0,0
16132616,2024-12-23,373,66.68,0.6667792928197263,16,81.0,5.0625,330,2,0.0,0,0,0,0,0,0,1,0,0
16684250,2025-01-03,362,66.68,0.6668238377668287,2,15.0,7.5,230,2,0.0,1,0,0,0,1,0,0,0,0
15968391,2025-02-20,314,66.68,0.666806224776914,6,44.0,7.333333333333333,201,2,0.0,1,0,0,0,1,0,0,0,0
18629788,2024-08-08,510,66.68,0.6668430445077302,1,17.0,17.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17190187,2025-03-05,301,66.68,0.666768637149987,12,56.49,4.7075000000000005,214,3,0.0,0,0,0,0,0,0,1,0,0
16280721,2025-02-21,313,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
19329425,2025-07-10,174,66.68,0.6667895404905068,3,25.5,8.5,115,3,0.0,0,0,0,0,1,0,0,0,0
18185034,2025-06-29,185,66.68,0.6667832434198196,1,10.0,10.0,1,1,0.0,0,0,0,0,1,0,0,0,0
17490052,2025-09-13,109,66.68,0.6668440864898851,5,50.0,10.0,462,4,0.0,1,0,0,0,1,0,0,0,0
17081248,2025-01-26,339,66.68,0.6667718993940006,13,40.050000000000004,3.080769230769231,270,5,0.0,1,1,0,0,0,0,1,0,0
18867457,2025-02-28,306,66.68,0.6668216321255208,9,42.0,4.666666666666667,184,3,0.0,0,1,0,0,0,0,1,0,0
19833603,2025-03-19,287,66.68,0.6667735657869756,6,30.0,5.0,127,1,0.0,0,0,0,0,0,0,1,0,0
19339151,2025-10-02,90,66.68,0.666817639269508,3,19.0,6.333333333333333,275,2,0.0,1,0,0,0,1,0,0,0,0
18094406,2025-03-09,297,66.68,0.6667862857308816,11,38.410000000000004,3.491818181818182,245,3,0.0,0,0,1,0,0,0,1,0,0
16379312,2024-11-09,417,66.67,0.6666893926302961,6,32.97,5.495,182,2,0.0,0,0,0,0,0,0,1,0,0
17131055,2024-11-27,399,66.67,0.6667284180242747,2,12.48,6.24,123,1,0.0,1,0,0,0,0,0,1,0,0
17898193,2025-03-27,279,66.67,0.6667453617878186,12,38.900000000000006,3.241666666666667,276,2,0.0,0,0,0,0,0,0,1,0,0
16954205,2024-11-19,407,66.67,0.6666799316080483,4,27.48,6.87,134,4,0.0,1,0,0,0,0,0,1,0,0
18810179,2025-04-25,250,66.67,0.6667428264598564,5,31.0,6.2,204,4,0.0,1,0,1,0,1,0,0,0,0
18605182,2025-08-08,145,66.67,0.6667098722846267,5,70.0,14.0,362,3,0.0,1,0,0,0,1,0,0,0,0
19400377,2025-03-10,296,66.67,0.6667260276965145,3,29.0,9.666666666666666,120,1,0.0,1,0,0,0,1,0,0,0,0
19415138,2025-01-15,350,66.67,0.6667121824614114,2,15.0,7.5,52,1,0.0,0,0,0,0,1,0,0,0,0
15794351,2025-03-10,296,66.67,0.6667422010031636,3,24.97,8.323333333333332,60,1,0.0,0,0,0,0,0,0,1,0,0
20018268,2025-03-12,294,66.67,0.6667140109790095,4,28.6,7.15,121,2,0.0,1,1,0,0,0,0,1,0,0
16462334,2025-02-13,321,66.67,0.6667376228967923,9,49.0,5.444444444444445,324,3,0.0,1,1,0,0,0,0,1,0,0
17762372,2025-07-06,178,66.67,0.6667482010351508,5,60.0,12.0,369,4,0.0,1,0,0,0,1,0,0,0,0
17447813,2025-07-27,157,66.67,0.6666706357840156,2,31.0,15.5,382,2,0.0,1,0,0,0,1,0,0,0,0
20015097,2025-03-28,278,66.67,0.6666892507455282,6,38.48,6.413333333333333,145,3,0.0,0,0,0,0,0,0,1,0,0
19427373,2025-08-03,150,66.67,0.6666946770529516,2,17.490000000000002,8.745000000000001,319,1,0.0,1,0,0,0,1,0,0,0,0
20026763,2024-12-04,392,66.67,0.6667081986028243,2,19.98,9.99,3,2,0.0,0,0,0,0,1,0,0,0,0
19829783,2025-03-04,302,66.67,0.6666987423059934,9,35.93,3.9922222222222223,110,5,0.0,0,0,1,0,0,0,1,0,0
18777531,2025-07-19,165,66.67,0.6666609578850081,4,26.5,6.625,165,2,0.0,1,0,0,0,1,0,0,0,0
20149340,2025-10-01,91,66.67,0.6667033035884026,2,42.0,21.0,186,2,0.0,1,0,0,0,1,0,0,0,0
16708178,2025-09-29,93,66.67,0.6667051078215757,9,234.0850979308818,26.009455325653533,340,7,0.0,2,1,0,0,1,0,0,0,0
19574851,2025-03-19,287,66.67,0.6666998742595877,2,20.98,10.49,10,1,0.0,0,0,0,0,1,0,0,0,0
18087351,2024-11-23,403,66.67,0.6666789218905315,4,19.46,4.865,104,1,0.0,0,0,0,0,0,0,1,0,0
17347730,2025-05-01,244,66.67,0.6667186563762593,22,208.47,9.475909090909092,371,7,0.0,1,1,0,0,0,0,1,0,0
19853040,2025-09-09,113,66.67,0.6667282527682918,2,13.5,6.75,6,1,0.0,0,0,0,0,1,0,0,0,0
16265776,2025-02-10,324,66.67,0.6666652764854516,4,26.99,6.7475,136,3,0.0,1,1,0,0,0,0,1,0,0
17032962,2025-09-30,92,66.67,0.666698601634224,2,17.5,8.75,395,1,0.0,1,0,0,0,1,0,0,0,0
19525712,2024-12-27,369,66.67,0.66672311186977,3,31.5,10.5,77,2,0.0,0,0,0,0,1,0,0,0,0
18975351,2025-01-08,357,66.67,0.6666674278278394,3,30.47,10.156666666666666,49,2,0.0,0,0,0,0,0,0,1,0,0
15920323,2024-11-06,420,66.67,0.6666728243041863,6,19.490000000000002,3.2483333333333335,269,3,0.0,1,1,0,0,0,0,1,0,0
